           1        0.95        0.95           0
           2        0.95        0.95           0
           3        0.95        0.95 1.21667e-08
           4        0.95        0.95 2.63418e-08
           5        0.95        0.95  3.9984e-08
           6        0.95        0.95 5.49191e-08
           7    0.950001        0.95 7.13524e-08
           8    0.950001        0.95  8.9096e-08
           9    0.950001        0.95 1.08197e-07
          10    0.950001        0.95 1.28314e-07
          11    0.950002    0.950001 1.49654e-07
          12    0.950002    0.950001  1.7201e-07
          13    0.950002    0.950001 1.95339e-07
          14    0.950003    0.950001  2.1958e-07
          15    0.950003    0.950001  2.4476e-07
          16    0.950003    0.950001 2.70821e-07
          17    0.950004    0.950001  2.9776e-07
          18    0.950004    0.950001 3.25503e-07
          19    0.950005    0.950002  3.5404e-07
          20    0.950005    0.950002 3.83368e-07
          21    0.950006    0.950002 4.13478e-07
          22    0.950007    0.950002 4.44329e-07
          23    0.950007    0.950002   4.759e-07
          24    0.950008    0.950003  5.0818e-07
          25    0.950009    0.950003 5.41156e-07
          26    0.950009    0.950003 5.74803e-07
          27     0.95001    0.950003 6.09118e-07
          28    0.950011    0.950004 6.44089e-07
          29    0.950012    0.950004 6.79699e-07
          30    0.950013    0.950004 7.15931e-07
          31    0.950014    0.950005 7.52791e-07
          32    0.950015    0.950005 7.90256e-07
          33    0.950015    0.950005 8.28318e-07
          34    0.950016    0.950006  8.6697e-07
          35    0.950017    0.950006 9.06201e-07
          36    0.950018    0.950006 9.46007e-07
          37     0.95002    0.950007 9.86371e-07
          38    0.950021    0.950007 1.02729e-06
          39    0.950022    0.950007 1.06876e-06
          40    0.950023    0.950008 1.11077e-06
          41    0.950024    0.950008 1.15331e-06
          42    0.950025    0.950009 1.19639e-06
          43    0.950027    0.950009 1.23997e-06
          44    0.950028    0.950009 1.28408e-06
          45    0.950029     0.95001  1.3287e-06
          46    0.950031     0.95001 1.37382e-06
          47    0.950032    0.950011 1.41943e-06
          48    0.950033    0.950011 1.46554e-06
          49    0.950035    0.950012 1.51214e-06
          50    0.950036    0.950012 1.55922e-06
          51    0.950038    0.950013 1.60677e-06
          52    0.950039    0.950013  1.6548e-06
          53    0.950041    0.950014  1.7033e-06
          54    0.950042    0.950014 1.75225e-06
          55    0.950044    0.950015 1.80167e-06
          56    0.950046    0.950015 1.85155e-06
          57    0.950047    0.950016 1.90187e-06
          58    0.950049    0.950016 1.95265e-06
          59    0.950051    0.950017 2.00386e-06
          60    0.950052    0.950018 2.05552e-06
          61    0.950054    0.950018 2.10761e-06
          62    0.950056    0.950019 2.16014e-06
          63    0.950058    0.950019 2.21309e-06
          64     0.95006     0.95002 2.26647e-06
          65    0.950062    0.950021 2.32028e-06
          66    0.950064    0.950021  2.3745e-06
          67    0.950066    0.950022 2.42914e-06
          68    0.950068    0.950023 2.48419e-06
          69     0.95007    0.950023 2.53966e-06
          70    0.950072    0.950024 2.59553e-06
          71    0.950074    0.950025 2.65181e-06
          72    0.950076    0.950026 2.70849e-06
          73    0.950078    0.950026 2.76557e-06
          74     0.95008    0.950027 2.82304e-06
          75    0.950083    0.950028 2.88091e-06
          76    0.950085    0.950028 2.93917e-06
          77    0.950087    0.950029 2.99783e-06
          78    0.950089     0.95003 3.05686e-06
          79    0.950092    0.950031 3.11629e-06
          80    0.950094    0.950032  3.1761e-06
          81    0.950096    0.950032 3.23628e-06
          82    0.950099    0.950033 3.29685e-06
          83    0.950101    0.950034 3.35779e-06
          84    0.950104    0.950035  3.4191e-06
          85    0.950106    0.950036 3.48079e-06
          86    0.950109    0.950037 3.54285e-06
          87    0.950111    0.950037 3.60528e-06
          88    0.950114    0.950038 3.66807e-06
          89    0.950117    0.950039 3.73122e-06
          90    0.950119     0.95004 3.79474e-06
          91    0.950122    0.950041 3.85862e-06
          92    0.950125    0.950042 3.92286e-06
          93    0.950128    0.950043 3.98746e-06
          94     0.95013    0.950044 4.05241e-06
          95    0.950133    0.950045 4.11771e-06
          96    0.950136    0.950046 4.18337e-06
          97    0.950139    0.950047 4.24938e-06
          98    0.950142    0.950048 4.31573e-06
          99    0.950145    0.950048 4.38244e-06
         100    0.950148    0.950049 4.44949e-06
         101    0.950151     0.95005 4.51688e-06
         102    0.950154    0.950051 4.58462e-06
         103    0.950157    0.950053  4.6527e-06
         104     0.95016    0.950054 4.72112e-06
         105    0.950163    0.950055 4.78988e-06
         106    0.950166    0.950056 4.85898e-06
         107    0.950169    0.950057 4.92841e-06
         108    0.950173    0.950058 4.99819e-06
         109    0.950176    0.950059 5.06832e-06
         110    0.950179     0.95006 5.13878e-06
         111    0.950182    0.950061 5.20959e-06
         112    0.950186    0.950062 5.28073e-06
         113    0.950189    0.950063 5.35221e-06
         114    0.950193    0.950064 5.42402e-06
         115    0.950196    0.950066 5.49616e-06
         116    0.950199    0.950067 5.56863e-06
         117    0.950203    0.950068 5.64144e-06
         118    0.950206    0.950069 5.71457e-06
         119     0.95021     0.95007 5.78803e-06
         120    0.950214    0.950071 5.86181e-06
         121    0.950217    0.950073 5.93592e-06
         122    0.950221    0.950074 6.01035e-06
         123    0.950225    0.950075  6.0851e-06
         124    0.950228    0.950076 6.16017e-06
         125    0.950232    0.950078 6.23556e-06
         126    0.950236    0.950079 6.31128e-06
         127     0.95024     0.95008 6.38731e-06
         128    0.950243    0.950081 6.46367e-06
         129    0.950247    0.950083 6.54035e-06
         130    0.950251    0.950084 6.61734e-06
         131    0.950255    0.950085 6.69466e-06
         132    0.950259    0.950087 6.77229e-06
         133    0.950263    0.950088 6.85023e-06
         134    0.950267    0.950089 6.92849e-06
         135    0.950271    0.950091 7.00706e-06
         136    0.950275    0.950092 7.08595e-06
         137    0.950279    0.950093 7.16514e-06
         138    0.950284    0.950095 7.24465e-06
         139    0.950288    0.950096 7.32446e-06
         140    0.950292    0.950097 7.40458e-06
         141    0.950296    0.950099 7.48501e-06
         142      0.9503      0.9501 7.56574e-06
         143    0.950305    0.950102 7.64678e-06
         144    0.950309    0.950103 7.72813e-06
         145    0.950314    0.950105  7.8098e-06
         146    0.950318    0.950106 7.89179e-06
         147    0.950322    0.950108 7.97409e-06
         148    0.950327    0.950109 8.05671e-06
         149    0.950331    0.950111 8.13966e-06
         150    0.950336    0.950112 8.22292e-06
         151    0.950341    0.950114 8.30649e-06
         152    0.950345    0.950115 8.39039e-06
         153     0.95035    0.950117  8.4746e-06
         154    0.950354    0.950118 8.55913e-06
         155    0.950359     0.95012 8.64397e-06
         156    0.950364    0.950121 8.72913e-06
         157    0.950369    0.950123 8.81461e-06
         158    0.950373    0.950124 8.90039e-06
         159    0.950378    0.950126  8.9865e-06
         160    0.950383    0.950128 9.07292e-06
         161    0.950388    0.950129 9.15966e-06
         162    0.950393    0.950131 9.24672e-06
         163    0.950398    0.950133 9.33409e-06
         164    0.950403    0.950134 9.42177e-06
         165    0.950408    0.950136 9.50977e-06
         166    0.950413    0.950138 9.59807e-06
         167    0.950418    0.950139 9.68668e-06
         168    0.950423    0.950141  9.7756e-06
         169    0.950429    0.950143 9.86483e-06
         170    0.950434    0.950144 9.95436e-06
         171    0.950439    0.950146 1.00442e-05
         172    0.950444    0.950148 1.01344e-05
         173     0.95045     0.95015 1.02248e-05
         174    0.950455    0.950151 1.03156e-05
         175     0.95046    0.950153 1.04067e-05
         176    0.950466    0.950155 1.04981e-05
         177    0.950471    0.950157 1.05898e-05
         178    0.950477    0.950158 1.06817e-05
         179    0.950482     0.95016  1.0774e-05
         180    0.950488    0.950162 1.08666e-05
         181    0.950493    0.950164 1.09596e-05
         182    0.950499    0.950166 1.10528e-05
         183    0.950504    0.950168 1.11463e-05
         184     0.95051    0.950169 1.12401e-05
         185    0.950516    0.950171 1.13342e-05
         186    0.950522    0.950173 1.14287e-05
         187    0.950527    0.950175 1.15234e-05
         188    0.950533    0.950177 1.16184e-05
         189    0.950539    0.950179 1.17138e-05
         190    0.950545    0.950181 1.18094e-05
         191    0.950551    0.950183 1.19054e-05
         192    0.950557    0.950185 1.20016e-05
         193    0.950563    0.950187 1.20982e-05
         194    0.950569    0.950189 1.21951e-05
         195    0.950575    0.950191 1.22922e-05
         196    0.950581    0.950193 1.23897e-05
         197    0.950587    0.950195 1.24875e-05
         198    0.950593    0.950197 1.25856e-05
         199    0.950599    0.950199 1.26839e-05
         200    0.950605    0.950201 1.27826e-05
         201    0.950612    0.950203 1.28816e-05
         202    0.950618    0.950205 1.29809e-05
         203    0.950624    0.950207 1.30805e-05
         204    0.950631    0.950209 1.31804e-05
         205    0.950637    0.950211 1.32806e-05
         206    0.950644    0.950213 1.33812e-05
         207     0.95065    0.950215  1.3482e-05
         208    0.950657    0.950217 1.35831e-05
         209    0.950663    0.950219 1.36845e-05
         210     0.95067    0.950222 1.37862e-05
         211    0.950676    0.950224 1.38882e-05
         212    0.950683    0.950226 1.39906e-05
         213     0.95069    0.950228 1.40932e-05
         214    0.950696     0.95023 1.41961e-05
         215    0.950703    0.950232 1.42993e-05
         216     0.95071    0.950235 1.44029e-05
         217    0.950717    0.950237 1.45067e-05
         218    0.950723    0.950239 1.46109e-05
         219     0.95073    0.950241 1.47154e-05
         220    0.950737    0.950244 1.48201e-05
         221    0.950744    0.950246 1.49252e-05
         222    0.950751    0.950248 1.50306e-05
         223    0.950758     0.95025 1.51363e-05
         224    0.950765    0.950253 1.52423e-05
         225    0.950773    0.950255 1.53486e-05
         226     0.95078    0.950257 1.54552e-05
         227    0.950787     0.95026 1.55621e-05
         228    0.950794    0.950262 1.56693e-05
         229    0.950801    0.950264 1.57768e-05
         230    0.950809    0.950267 1.58846e-05
         231    0.950816    0.950269 1.59927e-05
         232    0.950823    0.950272 1.61012e-05
         233    0.950831    0.950274 1.62099e-05
         234    0.950838    0.950276 1.63189e-05
         235    0.950846    0.950279 1.64283e-05
         236    0.950853    0.950281 1.65379e-05
         237    0.950861    0.950284 1.66479e-05
         238    0.950868    0.950286 1.67582e-05
         239    0.950876    0.950289 1.68687e-05
         240    0.950884    0.950291 1.69796e-05
         241    0.950891    0.950294 1.70908e-05
         242    0.950899    0.950296 1.72023e-05
         243    0.950907    0.950299 1.73141e-05
         244    0.950915    0.950301 1.74262e-05
         245    0.950922    0.950304 1.75386e-05
         246     0.95093    0.950306 1.76513e-05
         247    0.950938    0.950309 1.77643e-05
         248    0.950946    0.950311 1.78776e-05
         249    0.950954    0.950314 1.79913e-05
         250    0.950962    0.950316 1.81052e-05
         251     0.95097    0.950319 1.82195e-05
         252    0.950978    0.950322  1.8334e-05
         253    0.950987    0.950324 1.84489e-05
         254    0.950995    0.950327 1.85641e-05
         255    0.951003     0.95033 1.86796e-05
         256    0.951011    0.950332 1.87954e-05
         257    0.951019    0.950335 1.89115e-05
         258    0.951028    0.950338 1.90279e-05
         259    0.951036     0.95034 1.91446e-05
         260    0.951045    0.950343 1.92616e-05
         261    0.951053    0.950346 1.93789e-05
         262    0.951062    0.950349 1.94966e-05
         263     0.95107    0.950351 1.96145e-05
         264    0.951079    0.950354 1.97328e-05
         265    0.951087    0.950357 1.98513e-05
         266    0.951096     0.95036 1.99702e-05
         267    0.951105    0.950362 2.00893e-05
         268    0.951113    0.950365 2.02088e-05
         269    0.951122    0.950368 2.03286e-05
         270    0.951131    0.950371 2.04487e-05
         271     0.95114    0.950374 2.05691e-05
         272    0.951148    0.950376 2.06898e-05
         273    0.951157    0.950379 2.08108e-05
         274    0.951166    0.950382 2.09321e-05
         275    0.951175    0.950385 2.10537e-05
         276    0.951184    0.950388 2.11756e-05
         277    0.951193    0.950391 2.12978e-05
         278    0.951202    0.950394 2.14203e-05
         279    0.951212    0.950397 2.15431e-05
