0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000596084 0.0213065 0.165788 0.562358 1.16499 1.83863 2.2877 2.52423 2.53864 2.39991 2.22026 1.99559 1.78238 1.59797 1.42523 1.27737 1.14108 1.02674 0.941528 0.881681 0.819433 0.781347 0.735196 0.712554 0.685483 0.672164 0.665426 0.664035 0.658941 0.669915 0.695562 0.712498 0.742697 0.765919 0.80196 0.849252 0.891448 0.928833 0.968815 1.01315 1.05271 1.09576 1.13958 1.16535 1.19866 1.20917 1.23164 1.2285 1.22358 1.20321 1.1858 1.15208 1.12238 1.10271 1.06237 1.04055 1.01071 0.979798 0.961203 0.936981 0.929137 0.915047 0.907639 0.883772 0.87578 0.884038 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00119218 0.0231258 0.163415 0.563067 1.21553 1.87599 2.3438 2.55044 2.54074 2.40914 2.20772 1.96807 1.73626 1.55031 1.38409 1.25073 1.12329 1.01264 0.942488 0.861668 0.824678 0.771485 0.725063 0.703745 0.679253 0.678166 0.675273 0.682669 0.683536 0.704801 0.713225 0.724461 0.756093 0.780275 0.814481 0.858906 0.891234 0.937165 0.982869 1.01885 1.05451 1.09921 1.1265 1.16384 1.19109 1.20808 1.20717 1.20978 1.21372 1.19009 1.1694 1.14714 1.11356 1.08593 1.06094 1.03012 1.00434 0.985323 0.956422 0.953229 0.934592 0.919108 0.905907 0.899494 0.891545 0.886907 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000641964 0.0243384 0.168659 0.577815 1.21192 1.87319 2.34317 2.53672 2.53092 2.41682 2.17318 1.97273 1.73084 1.54102 1.39381 1.23411 1.12383 1.02395 0.947933 0.868379 0.813101 0.785429 0.744605 0.725518 0.698598 0.676809 0.684219 0.682554 0.683369 0.693066 0.71581 0.729003 0.750292 0.788947 0.817842 0.85155 0.887006 0.925785 0.976213 1.00359 1.03886 1.07616 1.11626 1.14991 1.18088 1.18863 1.20938 1.21406 1.20561 1.19662 1.17624 1.16152 1.13033 1.09294 1.07507 1.05312 1.02211 0.991053 0.976234 0.952436 0.941174 0.921866 0.910432 0.899397 0.886622 0.89248 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00119218 0.0210039 0.16276 0.555771 1.17941 1.85115 2.31911 2.55244 2.51871 2.40615 2.22081 1.99767 1.77678 1.54835 1.40469 1.2534 1.12684 1.03291 0.947398 0.878924 0.824861 0.77618 0.742947 0.717578 0.695329 0.681496 0.671769 0.666089 0.676061 0.666103 0.703819 0.712796 0.733877 0.758341 0.815027 0.846206 0.889026 0.930386 0.978881 1.02679 1.05755 1.10115 1.13376 1.1715 1.17762 1.19997 1.20956 1.19925 1.20804 1.19753 1.17498 1.16105 1.13012 1.10423 1.06903 1.05559 1.01582 0.997181 0.978799 0.954759 0.935955 0.921238 0.902766 0.888769 0.885396 0.880925 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00114634 0.0246415 0.164931 0.579018 1.21921 1.88946 2.3615 2.57342 2.5385 2.40214 2.15827 1.93269 1.76188 1.5506 1.37662 1.22899 1.12051 1.03628 0.945656 0.86939 0.811374 0.761013 0.739083 0.695425 0.687482 0.683454 0.668786 0.661039 0.681063 0.687679 0.713527 0.72553 0.75492 0.793236 0.823519 0.860567 0.903961 0.947158 0.99428 1.03315 1.05328 1.08688 1.12974 1.15788 1.18543 1.19882 1.21682 1.21568 1.20539 1.18367 1.15983 1.1465 1.11711 1.09398 1.05913 1.04252 1.01374 0.995571 0.96738 0.945125 0.927032 0.914057 0.900339 0.888097 0.884749 0.883015 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000871226 0.0250314 0.177221 0.574982 1.20206 1.89866 2.37092 2.56068 2.54887 2.42547 2.20965 1.96443 1.73207 1.53185 1.37374 1.21426 1.1067 1.00247 0.940884 0.864795 0.804575 0.769004 0.737373 0.709456 0.694388 0.693367 0.674572 0.673448 0.682964 0.691604 0.714813 0.733061 0.758635 0.788073 0.825519 0.858082 0.892716 0.939557 0.980854 1.02174 1.05757 1.09543 1.14082 1.1602 1.18934 1.20144 1.20872 1.21734 1.20896 1.18262 1.16351 1.13887 1.11043 1.0803 1.06259 1.03513 1.01671 0.991261 0.95778 0.947591 0.932868 0.923045 0.905556 0.899712 0.892805 0.889327 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00132975 0.0265038 0.173616 0.585034 1.21778 1.87914 2.35422 2.55152 2.52741 2.38555 2.17073 1.9509 1.74457 1.55527 1.38771 1.24591 1.12763 1.02511 0.9432 0.871793 0.819349 0.786032 0.748794 0.716505 0.697689 0.689759 0.670128 0.677359 0.669187 0.689682 0.70378 0.711129 0.749379 0.776429 0.820332 0.851065 0.897438 0.930472 0.977781 1.0112 1.05515 1.10254 1.12309 1.15527 1.19572 1.20528 1.21076 1.20569 1.20709 1.19029 1.17248 1.15652 1.12393 1.09851 1.06748 1.03953 1.02017 0.988973 0.965926 0.951244 0.932978 0.917761 0.906089 0.904799 0.888107 0.888952 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00068782 0.0257676 0.160876 0.542071 1.18961 1.87186 2.33585 2.56546 2.56863 2.44508 2.22839 1.9751 1.74565 1.55936 1.38439 1.23184 1.11216 1.02725 0.927815 0.864318 0.805568 0.7594 0.728671 0.699189 0.689508 0.674913 0.661703 0.671125 0.677989 0.690061 0.706613 0.728939 0.761696 0.784096 0.825845 0.856511 0.892387 0.930183 0.985683 1.02289 1.06244 1.09588 1.12747 1.16026 1.19161 1.21098 1.21424 1.2137 1.21385 1.19656 1.17816 1.1515 1.12494 1.09127 1.06544 1.0332 1.00771 0.98542 0.963815 0.944651 0.927692 0.907857 0.90681 0.893489 0.883444 0.887215 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00169656 0.0230393 0.166406 0.554956 1.18891 1.85654 2.3258 2.5488 2.54095 2.41863 2.19675 1.9809 1.76183 1.55638 1.39307 1.25736 1.12973 1.02692 0.934705 0.874519 0.821609 0.774656 0.734073 0.706765 0.696302 0.68962 0.665088 0.669336 0.669914 0.681561 0.706141 0.725314 0.75787 0.792182 0.818168 0.847754 0.890377 0.936909 0.981924 1.00759 1.05155 1.08999 1.11794 1.16408 1.18414 1.19098 1.22265 1.21961 1.20922 1.18978 1.16515 1.14289 1.12743 1.09686 1.06271 1.0415 1.01773 0.99295 0.973166 0.950807 0.93282 0.917001 0.907255 0.898868 0.889778 0.886234 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000917091 0.0226928 0.170502 0.562446 1.18254 1.83499 2.28454 2.51435 2.52998 2.39403 2.19755 1.99198 1.80086 1.58205 1.40618 1.27378 1.15582 1.04256 0.946468 0.877742 0.826387 0.787821 0.732466 0.710265 0.695393 0.678968 0.668846 0.665411 0.661614 0.690995 0.688469 0.704323 0.742739 0.763253 0.793986 0.851189 0.888324 0.927194 0.983004 1.01841 1.04272 1.09287 1.12918 1.16589 1.18906 1.20904 1.21474 1.21114 1.21846 1.2073 1.17793 1.16029 1.12832 1.10874 1.06627 1.04248 1.01771 0.998022 0.969588 0.955046 0.934195 0.919299 0.904131 0.890578 0.875461 0.882689 
