           1     1.87737     1.87737           0
           2     2.14205     2.00971   0.0935779
           3     2.09353     2.03765   0.0664252
           4     1.96804     2.02025   0.0520483
           5     1.99558     2.01531   0.0418719
           6     2.09383      2.0284   0.0368813
           7     2.07457     2.03499   0.0321969
           8     2.06572     2.03883   0.0284005
           9      2.0507     2.04015   0.0252754
          10       2.145     2.05064   0.0248274
          11     2.07491     2.05284   0.0226682
          12     2.07868       2.055   0.0208812
          13     2.03758     2.05366   0.0193178
          14     2.04015     2.05269   0.0179621
          15     2.04478     2.05217   0.0167723
          16     2.08497     2.05422   0.0158489
          17      2.0041     2.05127   0.0151882
          18     2.08413     2.05309   0.0144538
          19     2.07863     2.05444   0.0137554
          20     2.05814     2.05462   0.0130688
          21     2.04517     2.05417   0.0124543
          22     2.01134     2.05223   0.0120394
          23     2.02476     2.05103    0.011575
          24     2.11623     2.05375   0.0114071
          25     2.09114     2.05524   0.0110484
          26     2.08665     2.05645   0.0106893
          27     2.04522     2.05604   0.0103015
          28     2.04606     2.05568  0.00993972
          29     2.11727      2.0578  0.00982121
          30     1.90969     2.05287   0.0106628
          31     1.97198     2.05026   0.0106332
          32     2.09646      2.0517   0.0103985
          33     2.06281     2.05204   0.0100889
          34     1.99266     2.05029  0.00994214
          35     2.06549     2.05073  0.00966756
          36     2.14027     2.05321  0.00971372
          37     2.15977     2.05609  0.00986887
          38     2.09043       2.057  0.00965045
          39     2.21872     2.06114   0.0102553
          40     2.09406     2.06197   0.0100319
          41     2.03866      2.0614   0.0098033
          42     2.14127      2.0633  0.00975258
          43     2.15733     2.06549  0.00976785
          44     1.91848     2.06215   0.0101011
          45      2.0508     2.06189  0.00987979
          46     2.13156     2.06341  0.00978039
          47      2.0311     2.06272  0.00959642
          48     2.13162     2.06416  0.00950323
          49     2.05489     2.06397  0.00931117
          50     2.05474     2.06378  0.00912677
