           1    -3.34885    -3.34885           0
           2     -3.3497    -3.34927 0.000302393
           3    -3.34984    -3.34946 0.000253769
           4    -3.34946    -3.34946 0.000190333
           5     -3.3483    -3.34923 0.000258185
           6     -3.3468    -3.34882 0.000428083
           7     -3.3487    -3.34881 0.000367283
           8    -3.34881    -3.34881 0.000321373
           9    -3.34909    -3.34884 0.000287169
          10    -3.34836    -3.34879 0.000262321
          11    -3.34674     -3.3486 0.000297607
          12    -3.34874    -3.34861 0.000273036
          13    -3.34801    -3.34857 0.000255988
          14    -3.34751    -3.34849  0.00024855
          15    -3.34627    -3.34834 0.000272575
          16    -3.34921     -3.3484 0.000260845
          17    -3.34703    -3.34832 0.000257536
          18    -3.35018    -3.34842 0.000263114
          19    -3.34763    -3.34838 0.000252553
          20    -3.34835    -3.34838  0.00023993
          21    -3.34815    -3.34837  0.00022876
          22    -3.34878    -3.34839 0.000219147
          23    -3.34787    -3.34836 0.000210751
          24    -3.34872    -3.34838   0.0002025
          25    -3.34903     -3.3484 0.000196078
          26     -3.3476    -3.34837 0.000190983
          27    -3.34893    -3.34839 0.000185019
          28    -3.34779    -3.34837 0.000179647
          29    -3.34966    -3.34842 0.000178824
          30    -3.34924    -3.34844 0.000174963
          31    -3.34895    -3.34846  0.00017007
          32    -3.34829    -3.34846 0.000164841
          33    -3.34825    -3.34845 0.000159961
          34    -3.34674     -3.3484 0.000162956
          35    -3.34714    -3.34836 0.000162239
          36    -3.34761    -3.34834  0.00015906
          37    -3.34904    -3.34836 0.000155868
          38    -3.34882    -3.34837  0.00015223
          39    -3.34795    -3.34836 0.000148719
          40    -3.34918    -3.34838 0.000146389
          41    -3.34898     -3.3484 0.000143551
          42     -3.3469    -3.34836 0.000144472
          43    -3.34847    -3.34836 0.000141136
          44    -3.34767    -3.34835 0.000138796
          45     -3.3471    -3.34832 0.000138453
          46    -3.34776    -3.34831 0.000135982
          47      -3.349    -3.34832 0.000133882
          48    -3.34811    -3.34832 0.000131168
          49    -3.34856    -3.34832 0.000128582
          50     -3.3476    -3.34831 0.000126831
