           1     2.83254     2.83254           0
           2      2.9237     2.87812   0.0322319
           3      2.8521     2.86945   0.0226253
           4     2.94055     2.88722   0.0229108
           5     2.96167     2.90211   0.0226565
           6     2.98043     2.91516   0.0223263
           7      2.9133      2.9149   0.0191384
           8     2.88765     2.91149   0.0170464
           9     2.85307       2.905   0.0163418
          10     2.93929     2.90843   0.0150631
          11     2.91832     2.90933   0.0137206
          12     2.80207     2.90039   0.0152127
          13      2.8872     2.89938   0.0140763
          14     3.01995     2.90799   0.0154831
          15     3.05855     2.91803    0.017403
          16     2.92984     2.91876    0.016331
          17     3.07359     2.92787   0.0177289
          18     2.93662     2.92836   0.0167507
          19     2.93209     2.92856   0.0158702
          20     2.96247     2.93025    0.015167
          21     3.00445     2.93378   0.0148506
          22      2.9755     2.93568   0.0142961
          23     2.98778     2.93795   0.0138528
          24     2.84609     2.93412   0.0137943
          25     2.89883     2.93271   0.0133145
          26     3.02031     2.93608   0.0132218
          27     2.92825     2.93579   0.0127353
          28     2.91537     2.93506   0.0123013
          29      2.8519     2.93219   0.0122068
          30     2.83351      2.9289   0.0122351
          31     2.87808     2.92726   0.0119497
          32     3.01659     2.93005   0.0118979
          33     2.86495     2.92808   0.0116998
          34     3.07467     2.93239   0.0121241
          35     2.95352     2.93299   0.0117927
          36     3.01955      2.9354   0.0117077
          37     2.89402     2.93428   0.0114446
          38     2.97177     2.93527   0.0111859
          39      2.9507     2.93566    0.010906
          40     2.81015     2.93253   0.0110756
          41     2.93321     2.93254   0.0108055
          42     2.93726     2.93265   0.0105488
          43      2.9077     2.93207   0.0103194
          44     2.91703     2.93173   0.0100905
          45     3.15943     2.93679   0.0110624
          46     2.88999     2.93577   0.0108686
          47     2.89175     2.93484   0.0106777
          48     2.93262     2.93479   0.0104553
          49     2.84228      2.9329    0.010411
          50      2.8917     2.93208   0.0102354
