           1     1.67465     1.67465           0
           2     1.65523     1.66494  0.00686896
           3     1.66907     1.66632  0.00471521
           4     1.65935     1.66458  0.00384452
           5     1.65683     1.66303  0.00337327
           6     1.65609     1.66187  0.00300264
           7     1.65343     1.66067  0.00280511
           8     1.66121     1.66073   0.0024553
           9     1.66855      1.6616  0.00233111
          10     1.64872     1.66031  0.00242778
          11        1.67      1.6612  0.00236144
          12     1.68054     1.66281  0.00265845
          13     1.66244     1.66278   0.0024541
          14     1.65608      1.6623  0.00232499
          15     1.64872      1.6614  0.00233962
          16     1.65705     1.66112  0.00220912
          17     1.64617     1.66024  0.00224744
          18     1.65335     1.65986  0.00215493
          19     1.66663     1.66022  0.00207074
          20     1.66123     1.66027  0.00196782
          21     1.65102     1.65983  0.00192276
          22      1.6613     1.65989  0.00183653
          23     1.65154     1.65953  0.00179227
          24     1.67626     1.66023  0.00184817
          25     1.66283     1.66033  0.00177717
          26     1.65207     1.66001  0.00173698
          27      1.6555     1.65985  0.00168068
          28     1.67161     1.66027  0.00167237
          29     1.67149     1.66065  0.00165886
          30     1.67086     1.66099  0.00163806
          31     1.67013     1.66129  0.00161151
          32     1.64835     1.66088  0.00161107
          33     1.67615     1.66135  0.00162729
          34     1.63853     1.66068  0.00171218
          35     1.65831     1.66061   0.0016646
          36     1.65071     1.66033  0.00164091
          37     1.65084     1.66008   0.0016165
          38     1.65782     1.66002  0.00157506
          39     1.66745     1.66021  0.00154617
          40     1.68268     1.66077  0.00160637
          41     1.67171     1.66104  0.00158921
          42     1.66356      1.6611  0.00155251
          43     1.67271     1.66137  0.00153971
          44     1.67336     1.66164  0.00152867
          45     1.63582     1.66107  0.00159878
          46     1.67065     1.66127  0.00157755
          47      1.6659     1.66137  0.00154705
          48     1.66612     1.66147  0.00151798
          49     1.67834     1.66182  0.00152555
          50     1.66648     1.66191  0.00149789
