           1     1.11644     1.11644           0
           2     1.10348     1.10996  0.00457931
           3     1.11271     1.11088  0.00314348
           4     1.10623     1.10972  0.00256302
           5     1.10455     1.10868  0.00224885
           6     1.10406     1.10791  0.00200176
           7     1.10229     1.10711  0.00187007
           8     1.10747     1.10716  0.00163687
           9     1.11237     1.10773  0.00155407
          10     1.09915     1.10688  0.00161852
          11     1.11334     1.10746   0.0015743
          12     1.12036     1.10854   0.0017723
          13      1.1083     1.10852  0.00163607
          14     1.10405      1.1082  0.00154999
          15     1.09915      1.1076  0.00155975
          16      1.1047     1.10742  0.00147275
          17     1.09745     1.10683  0.00149829
          18     1.10224     1.10657  0.00143662
          19     1.11109     1.10681  0.00138049
          20     1.10748     1.10685  0.00131188
          21     1.10068     1.10655  0.00128184
          22     1.10753      1.1066  0.00122435
          23     1.10102     1.10635  0.00119485
          24     1.11751     1.10682  0.00123211
          25     1.10855     1.10689  0.00118478
          26     1.10138     1.10668  0.00115799
          27     1.10366     1.10656  0.00112046
          28     1.11441     1.10684  0.00111491
          29     1.11433      1.1071   0.0011059
          30     1.11391     1.10733  0.00109204
          31     1.11342     1.10753  0.00107434
          32      1.0989     1.10726  0.00107405
          33     1.11743     1.10756  0.00108486
          34     1.09236     1.10712  0.00114145
          35     1.10554     1.10707  0.00110973
          36     1.10047     1.10689  0.00109394
          37     1.10056     1.10672  0.00107767
          38     1.10521     1.10668  0.00105004
          39     1.11164     1.10681  0.00103078
          40     1.12179     1.10718  0.00107091
          41     1.11448     1.10736  0.00105947
          42     1.10904      1.1074    0.001035
          43     1.11514     1.10758  0.00102647
          44     1.11558     1.10776  0.00101911
          45     1.09054     1.10738  0.00106585
          46     1.11377     1.10752   0.0010517
          47      1.1106     1.10758  0.00103137
          48     1.11075     1.10765  0.00101199
          49      1.1189     1.10788  0.00101703
          50     1.11099     1.10794 0.000998592
